id,title,game,dateposted
OCR03362,"Lucre","Metroid",2016-06-01
OCR00822,"Met Mix Pro","Metroid",2002-10-27
OCR00270,"Metaltroid","Metroid",2001-02-06
OCR00192,"Metro Trans Funk","Metroid",2000-12-02
OCR00322,"Mind of the Mother Brain","Metroid",2001-04-15
OCR02648,"Mission Complete: Ending Suite","Metroid",2013-05-02
OCR00161,"Samus Strut","Metroid",2000-11-06
OCR00618,"Secrets","Metroid",2002-05-06
OCR00217,"Space Orchestra","Metroid",2000-12-25
OCR01538,"Sugar, Water, Purple","Metroid",2006-12-24
OCR02278,"Suite for Violin and Piano","Metroid",2011-08-12
OCR02275,"The Crimson Depths","Metroid",2011-08-09
OCR00880,"To Brinstar","Metroid",2002-12-18
OCR01291,"Anthem of a Metroid Hunter","Metroid II: Return of Samus",2004-12-26
OCR00450,"Metroid Sonata - Movement II","Metroid II: Return of Samus",2001-11-01
OCR02892,"The Unnamed Frontier","Metroid II: Return of Samus",2014-05-17
OCR02998,"Hot Machine, Cold Surface","Metroid Prime",2014-10-06
OCR01286,"Just a Little More (Prime Edit)","Metroid Prime",2004-12-12
OCR02939,"Let's Upset a 'Troid!","Metroid Prime",2014-07-24
OCR02591,"Lone Star","Metroid Prime",2013-01-24
OCR02314,"Parasite X","Metroid Prime",2011-10-24
OCR03337,"Prime Directive","Metroid Prime",2016-04-20
OCR02567,"Relics of an Ancient Race","Metroid Prime",2012-12-21
OCR02029,"Samus's Lonesome Waltz","Metroid Prime",2010-05-01
OCR02276,"Solitude","Metroid Prime",2011-08-09
OCR03107,"Sub-Zero","Metroid Prime",2015-03-23
OCR03554,"Thardus Lives!","Metroid Prime",2017-06-07
OCR02828,"Bogged Down","Metroid Prime 2: Echoes",2014-01-30
OCR02884,"Torvus Chips","Metroid Prime 2: Echoes",2014-05-07
OCR01507,"Torvus Clockwork","Metroid Prime 2: Echoes",2006-09-17
OCR03030,"Entropic Dream","Metroid Prime 3: Corruption",2014-12-01
OCR02277,"Lore Hunter","Metroid Prime 3: Corruption",2011-08-12
OCR02505,"Melting Sun","Metroid Prime 3: Corruption",2012-10-10
OCR01661,"Yellow Valkyrie","Metroid Prime 3: Corruption",2007-12-22
OCR03515,"sleepy baby weasel dook","Mickey Saves the Day",2017-03-17
OCR02882,"Power Glove (It's So Bad)","MiG-29: Soviet Fighter",2014-05-01
OCR02060,"It's Morphin Time!","Mighty Morphin Power Rangers",2010-06-28
OCR02327,"Squishy's Theme","Minecraft",2011-11-18
OCR03003,"Clear Reflections","Mirror's Edge",2014-10-17
OCR02281,"Electric Hotslug","Missile Master",2011-08-18
OCR02191,"Frozen Hotslug","Missile Master",2011-02-28
OCR00758,"Heavyarms (Let Me Lift This Load)","Mobile Suit Gundam Wing: Endless Duel",2002-08-31
OCR03128,"Gentle Oblivion","Monarch: Heroes of a New Age",2015-05-06
OCR02996,"Drunken Monkey","Monkey Island 2: LeChuck's Revenge",2014-09-30
OCR00799,"Monkey Brain Soup for the Soul","Monkey Island 2: LeChuck's Revenge",2002-10-05
OCR00365,"Mare Crisium","Moon Patrol",2001-06-18
OCR00177,"Shanecappella Vox Beat","Moon Patrol",2000-11-21
OCR01007,"The Road to Tyco Station","Moon Patrol",2003-07-12
OCR02279,"Mortal Konfrontation","Mortal Kombat 3",2011-08-16
OCR03258,"If You Believe","Mother",2015-11-17
OCR03348,"Melody of Love","Mother",2016-05-08
OCR00976,"To Madara and Back","Mouryou Senki Madara",2003-04-27
OCR01669,"Unraveling the Mystery","Myst",2008-01-05
OCR01749,"American Wheels of Wonder","Myst III: Exile",2008-09-01
OCR02111,"From Downtown","NBA Jam",2010-10-15
OCR02422,"Nemesis the Doorlock","Nemesis the Warlock",2012-04-20
OCR01848,"Kara-Turian Nights","Neverwinter Nights",2009-05-25
OCR01539,"Mushroom Maddness","New Super Mario Bros.",2006-12-25
OCR02510,"Plains, Capes and Turnips","New Super Mario Bros.",2012-10-17
OCR01872,"Plumber's Bane: I. Don't Look Back!","New Super Mario Bros.",2009-07-17
OCR02474,"Ancient Dreams","Nier",2012-08-09
OCR03390,"Kainé (Absolution)","Nier",2016-07-18
OCR02300,"Beyond the Dream","NiGHTS into dreams...",2011-09-27
OCR02282,"Celestial Entrance","NiGHTS into dreams...",2011-08-19
OCR02263,"Dies, Nox et Omnia","NiGHTS into dreams...",2011-07-09
OCR03289,"Dreamcatcher","NiGHTS into dreams...",2016-01-09
OCR02259,"Dreams Dreams (Disco NiGHTS Mix)","NiGHTS into dreams...",2011-07-05
OCR01734,"Escape into the Twilight","NiGHTS into dreams...",2008-07-20
OCR00344,"Good NiGHT","NiGHTS into dreams...",2001-05-14
OCR02509,"Lies Within Dreams","NiGHTS into dreams...",2012-10-15
OCR00487,"Merry Little Christmas","NiGHTS into dreams...",2001-12-24
OCR02260,"New Jack Mantle","NiGHTS into dreams...",2011-07-05
OCR02261,"Overnight Cloverleaf","NiGHTS into dreams...",2011-07-05
OCR02421,"Panzer Nightopia","NiGHTS into dreams...",2012-04-20
OCR02316,"She Can Has Long Ears","NiGHTS into dreams...",2011-10-28
OCR00309,"Soft Museum Jam","NiGHTS into dreams...",2001-03-29
OCR02446,"The Desert Had a Strange Dream","NiGHTS into dreams...",2012-06-08
OCR02262,"The Nemesis Schema","NiGHTS into dreams...",2011-07-08
OCR02264,"The NiGHT Has Just Begun...","NiGHTS into dreams...",2011-07-13
OCR02138,"The Polar Express","NiGHTS into dreams...",2010-12-01
OCR02296,"Tomorrow Should Have Been Last Night","NiGHTS into dreams...",2011-09-21
OCR02285,"Twin Seeds Flyby","NiGHTS into dreams...",2011-08-24
OCR02397,"Lucid Dream, Latent Gate","NiGHTS: Journey of Dreams",2012-03-06
OCR01384,"Basilisk Run","Ninja Gaiden",2005-08-03
OCR00867,"Death of a Legend","Ninja Gaiden",2002-12-05
OCR00338,"Devil's Mask","Ninja Gaiden",2001-05-03
OCR00604,"Emulated","Ninja Gaiden",2002-04-24
OCR00713,"Floor Master Ninja","Ninja Gaiden",2002-07-20
OCR01030,"Ninjitsu Groove","Ninja Gaiden",2003-08-30
OCR00934,"Sudden Loss","Ninja Gaiden",2003-02-26
OCR02166,"The Night of Lukifell","Ninja Gaiden",2011-01-22
OCR00662,"Vengeance","Ninja Gaiden",2002-06-03
OCR01321,"Ashtar's Desires","Ninja Gaiden II: The Dark Sword of Chaos",2005-02-28
OCR01068,"In the Atrium","Ninja Gaiden II: The Dark Sword of Chaos",2003-11-06
OCR01345,"Ninjascape","Ninja Gaiden II: The Dark Sword of Chaos",2005-04-23
OCR00363,"Sprinting Riffs","Ninja Gaiden II: The Dark Sword of Chaos",2001-06-09
OCR00287,"Trance","Ninja Gaiden II: The Dark Sword of Chaos",2001-02-28
OCR02471,"The 51st","No More Heroes",2012-08-01
OCR00384,"Gun and Bass","Obliterator",2001-07-18
OCR01397,"The Monsaic","Oddworld: Abe's Oddysee",2005-09-01
OCR00897,"Zenobia's Grave: A Champion Has Risen","Ogre Battle: The March of the Black Queen",2003-01-07
OCR01700,"Celestial Winds from the East","Okami",2008-04-11
OCR02791,"Harushiden","Okami",2013-12-02
OCR02010,"Neon Glaciers","Omega Five",2010-03-24
OCR02051,"Do Droids Dream of Ramboids?","One Man and His Droid",2010-06-15
OCR01119,"And You Must Dance","One Must Fall 2097",2004-02-08
OCR02299,"One Must Rise 2011","One Must Fall 2097",2011-09-26
OCR00190,"Portal","Ork",2000-11-28
OCR00005,"Instant","OutRun",2000-02-26
OCR00042,"Passing Breeze ('97 BIT Offcut Mix)","OutRun",2000-04-15
OCR00875,"Passing Breeze (Lounge Suite)","OutRun",2002-12-15
OCR01960,"Shiny New Ferrari","OutRun",2009-12-20
OCR02879,"This Ain't No Shower (It's a Downpour)","OutRun",2014-04-25
OCR02175,"Passing Breeze (Latin Jazz Samba 2010 Edition)","OutRun",2011-02-03
OCR00021,"64-bit","Pac-Man",2000-02-18
OCR02734,"Cloud Garden","Pac-Man",2013-09-04
OCR01403,"Glass Cage","Pac-Man",2005-09-16
OCR00158,"Rave in the Mirror Maze","Pac-Man",2000-11-02
OCR00028,"Sinergia","Pac-Man",2000-02-26
OCR03557,"Sleep, Beloved Child","Paladin's Quest",2017-06-12
OCR00221,"Panzer Groove","Panzer Dragoon",2000-12-25
OCR01949,"Lagi's Takeoff","Panzer Dragoon II Zwei",2009-12-11
OCR00951,"More Than a Weapon","Panzer Dragoon Orta",2003-03-15
OCR02843,"Black Onslaught","Paper Mario: The Thousand-Year Door",2014-03-03
OCR03463,"Mare Undarum","Paper Mario: The Thousand-Year Door",2016-12-12
OCR00012,"Peaperboayh","Paperboy",2000-02-11
OCR01419,"Smooth Delivery","Paperboy",2005-10-24
OCR02448,"A Lesson from Teacher","PaRappa the Rapper",2012-06-12
OCR02145,"Cookin' with Fire","PaRappa the Rapper",2010-12-16
OCR01551,"Beauty's Abomination","Parasite Eve",2007-02-12
OCR01543,"PMS","Parasite Eve",2007-01-11
OCR00370,"Primal Eyes (Tapeworm)","Parasite Eve",2001-06-23
OCR00821,"Air Force One Is Down!","Perfect Dark",2002-10-26
OCR01761,"Clandestine","Perfect Dark",2008-10-04
OCR00610,"Dark Conflict","Perfect Dark",2002-04-28
OCR00765,"Deploy","Perfect Dark",2002-09-06
OCR02901,"Killing Hope","Perfect Dark",2014-06-05
OCR01094,"Silent Ascent","Perfect Dark",2003-12-31
OCR02675,"Free Fall","Perfection.",2013-06-11
OCR00915,"Satomi Tadashi Northside Rx","Persona",2003-02-01
OCR03165,"Kuro Yuki","Persona 4 Arena",2015-06-22
OCR02580,"Little Arena","Persona 4 Arena",2013-01-11
OCR00013,"Alis Overture","Phantasy Star",2000-02-11
OCR00953,"Wanta Phanta","Phantasy Star",2003-03-20
OCR01271,"Boss Uniform","Phantasy Star II",2004-11-21
OCR00182,"Burnt Mota","Phantasy Star II",2000-11-23
OCR01065,"Dezoris Winter","Phantasy Star II",2003-11-04
OCR00712,"Mama Brain","Phantasy Star II",2002-07-17
OCR00534,"Pleasantly Dance in the Club","Phantasy Star II",2002-02-13
OCR02993,"Take Turns","Phantasy Star II",2014-09-30
OCR00006,"Legacy","Phantasy Star III: Generations of Doom",1999-12-11
OCR00757,"Nial and Nowhere","Phantasy Star III: Generations of Doom",2002-08-31
OCR00509,"Last Breath, First Breath","Phantasy Star IV: The End of the Millennium",2002-01-21
OCR00089,"Millennial","Phantasy Star IV: The End of the Millennium",2000-07-28
OCR00898,"Phantasy Is a Four Letter Word","Phantasy Star IV: The End of the Millennium",2003-01-09
OCR01534,"Twilight of the Millennium","Phantasy Star IV: The End of the Millennium",2006-12-14
OCR00961,"Wounds of the Past","Phantasy Star IV: The End of the Millennium",2003-03-31
OCR00697,"Lobby Static","Phantasy Star Online",2002-07-03
OCR01849,"Ragol Weather","Phantasy Star Online",2009-05-26
OCR02394,"Carry the Moment","Phoenix Wright: Ace Attorney",2012-03-02
OCR01846,"Cross-Examination (Sudden Interjection)","Phoenix Wright: Ace Attorney",2009-05-21
OCR01870,"Holiday with Mia Fey","Phoenix Wright: Ace Attorney",2009-07-15
OCR02616,"spirit of law","Phoenix Wright: Ace Attorney",2013-02-28
OCR01550,"This Feeling","Phoenix Wright: Ace Attorney",2007-02-07
OCR01974,"Trance Turnabout!","Phoenix Wright: Ace Attorney",2010-01-18
OCR02052,"True Evening","Phoenix Wright: Ace Attorney",2010-06-16
OCR01548,"Person, Place, or Groove?","Pictionary",2007-01-26
OCR02425,"9-bit Skies","Pilotwings",2012-04-25
OCR01895,"Fly","Pilotwings",2009-08-22
OCR02584,"Liftoff (Get High)","Pilotwings",2013-01-16
OCR02617,"The Evolution of Flight","Pilotwings",2013-03-04
OCR02672,"You Don't Talk About Flight Club","Pilotwings",2013-06-07
OCR03356,"Hang in There","Pilotwings 64",2016-05-19
OCR01057,"Midnight Altitude","Pilotwings 64",2003-10-19
OCR02424,"The Birdman Cometh","Pilotwings 64",2012-04-25
OCR02426,"Depth Perception","Pilotwings Resort",2012-04-25
OCR02486,"Mayan Malfunction","Pitfall: The Mayan Adventure",2012-08-28
OCR02811,"Dolphin with a Shotgun","Plok",2014-01-01
OCR00782,"Title Jam","Plok",2002-09-20
OCR02361,"Blue Haze","Pokémon Blue Version",2011-12-29
OCR02729,"Conundrum","Pokémon Blue Version",2013-08-20
OCR02727,"Wet Dreams","Pokémon Blue Version",2013-08-20
OCR01898,"14.5 West Coast Radio (EXPN Card Required)","Pokémon Crystal Version",2009-08-30
OCR02779,"Secretive Terrors","Pokémon Crystal Version",2013-11-20
OCR02192,"Bullet for My Piloswine","Pokémon Diamond Version",2011-03-01
OCR02199,"Home Is Where the Luvdisc Is...","Pokémon Diamond Version",2011-03-03
OCR02256,"May I Have This Swords Dance?","Pokémon Diamond Version",2011-06-27
OCR02731,"Photosynthesis","Pokémon Diamond Version",2013-08-20
OCR02880,"Reflection","Pokémon Diamond Version",2014-04-28
OCR02801,"Snowflakes in Her Hair","Pokémon Diamond Version",2013-12-25
OCR02942,"BITE","Pokémon Gold Version",2014-07-30
OCR02195,"Champion's Horizon","Pokémon Gold Version",2011-03-02
OCR02728,"Half Steps","Pokémon Gold Version",2013-08-20
OCR03270,"New Horizons","Pokémon Gold Version",2015-12-06
OCR02321,"Precious Metals","Pokémon Gold Version",2011-11-08
OCR02267,"Slowpoke Shuffle","Pokémon Gold Version",2011-07-22
OCR02889,"The Metal Side of Lance","Pokémon Gold Version",2014-05-15
OCR02271,"Temporal Despair","Pokémon Mystery Dungeon: Explorers of Time",2011-08-01
OCR02593,"99 Floors Underground","Pokémon Mystery Dungeon: Red Rescue Team",2013-01-26
OCR02994,"A Brief Winter Trek","Pokémon Mystery Dungeon: Red Rescue Team",2014-09-30
OCR02665,"Beneath the Blaze","Pokémon Mystery Dungeon: Red Rescue Team",2013-05-24
OCR02706,"Dreams of Heroism","Pokémon Mystery Dungeon: Red Rescue Team",2013-07-23
OCR02513,"From Here On","Pokémon Mystery Dungeon: Red Rescue Team",2012-10-23
OCR02681,"Runaway Faith","Pokémon Mystery Dungeon: Red Rescue Team",2013-06-19
OCR02485,"The Sky Will Be Your Limit","Pokémon Mystery Dungeon: Red Rescue Team",2012-08-28
OCR03069,"Times Like These","Pokémon Mystery Dungeon: Red Rescue Team",2015-01-21
OCR02288,"Abandoned Battlefield","Pokémon Red Version",2011-09-04
OCR02194,"Battle for the Badge","Pokémon Red Version",2011-03-02
OCR01650,"Clairvoyant Eulogy","Pokémon Red Version",2007-11-22
OCR03320,"Crescendo to Chaos","Pokémon Red Version",2016-03-14
OCR03037,"Dream Eater Mix","Pokémon Red Version",2014-12-11
OCR02198,"Drowning Blue","Pokémon Red Version",2011-03-03
OCR03451,"Marowak's Revenge","Pokémon Red Version",2016-11-17
OCR02514,"Moondrops","Pokémon Red Version",2012-10-24
OCR02197,"Out of Antidote","Pokémon Red Version",2011-03-03
OCR02236,"Out of the Palace","Pokémon Red Version",2011-05-07
OCR03009,"Polka Center","Pokémon Red Version",2014-10-29
OCR02203,"Rain Prayer","Pokémon Red Version",2011-03-16
OCR02216,"Shades of Red","Pokémon Red Version",2011-04-07
OCR02391,"Spume","Pokémon Red Version",2012-02-24
OCR01603,"TEEM.ROKIT","Pokémon Red Version",2007-08-01
OCR03504,"The Climb Above","Pokémon Red Version",2017-02-28
OCR02536,"120 Ways to Chill Out","Pokémon Ruby Version",2012-11-27
OCR02369,"This Treasure","Pokémon Ruby Version",2012-01-13
OCR03454,"Gotta Catch a Wave and a Memory","Pokémon Sapphire Version",2016-11-23
OCR02196,"My Friend Mudkip","Pokémon Sapphire Version",2011-03-02
OCR02193,"Argent Vexemon","Pokémon Silver Version",2011-03-02
OCR03476,"Lucky Coin","Pokémon Silver Version",2017-01-03
OCR03505,"Seeing Red","Pokémon Silver Version",2017-02-28
OCR03493,"CONNECTED!","Pokémon Super Mystery Dungeon",2017-02-06
OCR02324,"Ascent Through the Atmosphere","Pokémon Trading Card Game",2011-11-14
OCR03060,"Born from the Ashes","Pokémon X",2015-01-07
OCR03076,"Forest Fire","Pokémon X",2015-02-02
OCR03531,"Thy Everlasting Winter Wind Blows","Pokémon X",2017-04-20
OCR02730,"WHAT TYPE ARE YOU","Pokémon X",2013-08-20
OCR03368,"Iron-Headed Pursuit","Pokkén Tournament",2016-06-17
OCR03426,"Diabolus ex Machina","Pony Island",2016-09-26
OCR01838,"Live from [SUBJECT HOMETOWN HERE]","Portal",2009-05-05
OCR03259,"Motion Sickness","Portal 2",2015-11-18
OCR03310,"Reconstructing Lemons","Portal 2",2016-03-01
OCR02620,"The Orchestra Is a Lie","Portal 2",2013-03-08
OCR00334,"Tomato Juice","Princess Tomato in the Salad Kingdom",2001-04-28
OCR02153,"Luke, a True Gentleman Prefers a Touch of Light Jazz","Professor Layton and the Curious Village",2010-12-29
OCR01638,"Psychotic Censors","Psychonauts",2007-10-31
OCR03039,"Meus Caligo Hora","Puella Magi Madoka Magica Portable",2014-12-11
OCR02473,"Last Lucky Planet","Puggsy",2012-08-07
OCR00448,"Stereo Superhero","Pulseman",2001-10-25
OCR00165,"Dream Fighter","Punch-Out!!",2000-11-09
OCR00180,"Iron Mic Challenge","Punch-Out!!",2000-11-23
OCR00605,"Little Mac's Confession","Punch-Out!!",2002-04-24
OCR01128,"Silver Dragon's Bubbles","Puzzle Bobble",2004-02-25
OCR00301,"A!Bol Hardcore","Q*bert",2001-03-17
OCR02487,"Tangolomango","QuackShot",2012-08-29
OCR00380,"Summer Trance","Quartet",2001-07-09
OCR02393,"Late Snows of Winter","Quest for Glory: So You Want to Be a Hero",2012-02-29
OCR03406,"IR-Type","R-Type",2016-08-11
OCR02214,"Fire in the Tires","Rad Racer II",2011-04-02
OCR00332,"A Promise Too Far","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR01673,"Confronto Finale","Radical Dreamers: Nusumenai Houseki",2008-01-18
OCR00416,"Dark Promise","Radical Dreamers: Nusumenai Houseki",2001-08-31
OCR00892,"Dreaming","Radical Dreamers: Nusumenai Houseki",2002-12-31
OCR00648,"Far Promise ~ Drama","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00328,"Grainy","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00331,"Hip Dreamer","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00325,"Industrial Promise","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00918,"Interdit","Radical Dreamers: Nusumenai Houseki",2003-02-04
OCR00333,"Intonation","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00327,"No Promises Punk","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00330,"Northern Promise","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00326,"Older Promises","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR00329,"Rêve d'ordinateur","Radical Dreamers: Nusumenai Houseki",2001-04-21
OCR01670,"The Scar-Sealing Girl","Radical Dreamers: Nusumenai Houseki",2008-01-05
OCR01959,"Thrash's Snakebone Pit","Radical Dreamers: Nusumenai Houseki",2009-12-18
OCR01801,"Brazzy Road","Ragnarök Online",2009-01-18
OCR01720,"Hamadatan","Ragnarök Online",2008-06-02
OCR02715,"Pwntera","Ragnarök Online",2013-08-08
OCR01768,"Samurai Discotheque","Ragnarök Online",2008-10-22
OCR01811,"Sun Ra","Ragnarök Online",2009-03-06
OCR01232,"Airborne","Raiden II",2004-08-15
OCR00874,"Gallantry (Nobility of Spirit Mix)","Raiden Trad",2002-12-13
OCR01082,"Thunderous Dawn","Raiden Trad",2003-12-05
OCR01481,"PlectraSubCity","Raptor: Call of the Shadows",2006-06-01
OCR01476,"Disconnected","Rayman 2: The Great Escape",2006-05-15
OCR00914,"Red Dimension","Red Alarm",2003-01-30
OCR02450,"The Broken Front","Red Zone",2012-06-15
OCR03473,"Errorize","Remember Me",2016-12-31
OCR01891,"Kid Malicious","Reset Generation",2009-08-15
OCR02169,"Plumber's Last Stand","Reset Generation",2011-01-26
OCR02170,"Remix Generation","Reset Generation",2011-01-26
OCR02168,"Steriloids","Reset Generation",2011-01-26
OCR01897,"TRIX","Reset Generation",2009-08-28
OCR01127,"Ada's Groove","Resident Evil 2",2004-02-24
OCR00431,"Lost Sanctuary","Resident Evil 2",2001-09-25
OCR02418,"Ignition","Retro City Rampage",2012-04-17
OCR03499,"Retrohead Five","Retro City Rampage",2017-02-16
OCR02604,"Biologica Robotica","Return All Robots!",2013-02-11
OCR02150,"Quicksilver","Return All Robots!",2010-12-23
OCR02151,"Robotastic Dub-o-Matic Genetic Lab","Return All Robots!",2010-12-24
OCR02280,"WillRocky","Return All Robots!",2011-08-18
OCR01679,"Music Is a Weapon","Revolution X",2008-02-05
OCR00694,"Fear (Arrakis: GIGA)","Rez",2002-06-30
OCR02125,"Fiesta Amongst the Trees","Ristar",2010-11-16
OCR00476,"Ocean Flame Groove","Ristar",2001-12-10
OCR02571,"Stars on Ice","Ristar",2012-12-24
OCR00732,"River City Rammstein","River City Ransom",2002-08-06
OCR00521,"River City Robot","River City Ransom",2002-01-30
OCR01337,"sierra nevada-tan","Road Rash",2005-04-06
OCR00666,"CPC Zone","RoboCop",2002-06-04
OCR02935,"Get Down","Rockman & Forte",2014-07-16
OCR00815,"Hyperrock Fortissimo","Rockman & Forte",2002-10-23
OCR03124,"Monsieur Mega","Rockman & Forte",2015-04-28
OCR03389,"Sky-High Rollers","Rollerball",2016-07-18
OCR00007,"El Salsa","Rolling Thunder",2000-02-09
OCR01787,"Tant Mieux","Romancing SaGa",2008-12-09
OCR01967,"Romancing the Bossa","Romancing SaGa 3",2010-01-01
OCR02084,"INVASION!","Rush'n Attack",2010-08-18
OCR01155,"Purple Heart","Rush'n Attack",2004-04-10
OCR00430,"Caverns of Sagila","Rygar",2001-09-25
OCR01854,"Don't Mess with Rygar","Rygar",2009-06-11
OCR00443,"On Rhodopa Mountain","Rygar",2001-10-18
OCR02016,"Rygar's Anthem","Rygar",2010-04-03
OCR00941,"Trippin' on Snails","Rygar",2003-03-05
OCR02887,"A Journey in Solitude","SaGa Frontier",2014-05-12
OCR00901,"The Castle of Everlasting Night","SaGa Frontier",2003-01-14
OCR02378,"Shimmering","SaGa Frontier 2",2012-01-25
OCR01992,"Latis Surrounded","Salamander",2010-02-23
OCR01111,"Homage to Amida Buddha","Samurai Warrior: The Battles of Usagi Yojimbo",2004-01-28
OCR00906,"Overclocked","Sanxion",2003-01-19
OCR02083,"NO (resub)","Scribblenauts",2010-08-17
OCR01856,"Difficult Move Indeed","SD Snatcher",2009-06-14
OCR01343,"A Whisper and a Shadow","Secret of Evermore",2005-04-19
OCR01246,"Anachronism","Secret of Evermore",2004-09-24
OCR01951,"Canine Labyrinth","Secret of Evermore",2009-12-11
OCR01662,"K-Pax for Evermore","Secret of Evermore",2007-12-24
OCR02377,"Somber Memory","Secret of Evermore",2012-01-24
OCR03295,"An Angel's Wish for the Forest","Secret of Mana",2016-01-21
OCR00631,"Aphrodite Oceanus","Secret of Mana",2002-05-18
OCR01116,"Beyond Comprehension","Secret of Mana",2004-02-04
OCR00444,"Cry from the Forest","Secret of Mana",2001-10-18
OCR02714,"Curious","Secret of Mana",2013-08-06
OCR01487,"Dark Star Scherzo","Secret of Mana",2006-06-18
OCR00912,"Desert Snowstorm","Secret of Mana",2003-01-29
OCR00588,"Dirge for the Frosty Plains","Secret of Mana",2002-04-11
OCR01220,"Distorted Star","Secret of Mana",2004-07-24
OCR01404,"Dragon Song","Secret of Mana",2005-09-19
OCR01024,"Drifting Towards the Stars","Secret of Mana",2003-08-18
OCR01485,"Dueling Consoles","Secret of Mana",2006-06-14
OCR00403,"Dyluck, Come Home","Secret of Mana",2001-08-14
OCR00336,"Fear of the Flava","Secret of Mana",2001-04-28
OCR03472,"Frozen Rose","Secret of Mana",2016-12-29
OCR00391,"Ice Crystal Fields Forever","Secret of Mana",2001-07-24
OCR03300,"Into the Funk of It","Secret of Mana",2016-02-02
OCR02937,"Mother","Secret of Mana",2014-07-21
OCR01336,"NightTime Evolution","Secret of Mana",2005-03-31
OCR01341,"On the Day the World Changed...","Secret of Mana",2005-04-12
OCR03392,"Psalm of the Summer Sky","Secret of Mana",2016-07-25
OCR03414,"Pure Heart","Secret of Mana",2016-08-31
OCR01084,"Pure Lands (Total Darkness)","Secret of Mana",2003-12-08
OCR01172,"Return to Elysian Lands","Secret of Mana",2004-05-13
OCR01955,"Sea/Sky","Secret of Mana",2009-12-11
OCR00974,"Secret of Spram (8 Bells Mix)","Secret of Mana",2003-04-24
OCR00352,"Smooth Mana","Secret of Mana",2001-05-26
OCR01984,"Step Off My Flower Bed","Secret of Mana",2010-02-05
OCR00859,"Stomp the Summer Sky","Secret of Mana",2002-11-29
OCR03415,"Thick Jams","Secret of Mana",2016-08-31
OCR01683,"Thicket","Secret of Mana",2008-02-14
OCR02104,"Things We Didn't Know","Secret of Mana",2010-09-29
OCR01250,"Tidal Sequence","Secret of Mana",2004-10-07
OCR00661,"Time in the Clouds DX","Secret of Mana",2002-06-01
OCR00707,"Wandering the Wild Forest","Secret of Mana",2002-07-12
OCR00557,"Whispering Prayers","Secret of Mana",2002-03-03
OCR00425,"Angels on the Shore","Seiken Densetsu 3",2001-09-14
OCR01532,"At First Innocence","Seiken Densetsu 3",2006-12-10
OCR02061,"Aurora Borealis","Seiken Densetsu 3",2010-07-01
OCR03079,"Dragonfireplace","Seiken Densetsu 3",2015-02-05
OCR00226,"Electric Fields","Seiken Densetsu 3",2000-12-31
OCR01237,"Electrion (Guitar Mix)","Seiken Densetsu 3",2004-08-24
OCR00667,"Hostile but Cuddly","Seiken Densetsu 3",2002-06-05
OCR01019,"Memories of the Sea","Seiken Densetsu 3",2003-08-07
OCR01444,"Not So Ordinary People","Seiken Densetsu 3",2006-01-10
OCR01643,"Obsessión Nocturnal","Seiken Densetsu 3",2007-11-09
OCR01340,"Path-ology","Seiken Densetsu 3",2005-04-12
OCR02258,"Starlight Festival","Seiken Densetsu 3",2011-06-30
OCR01170,"This Heart","Seiken Densetsu 3",2004-05-07
OCR01103,"Within the Fable","Seiken Densetsu 3",2004-01-17
OCR01769,"The Result Is Always Death","Shadow Hearts: Covenant",2008-10-26
OCR00162,"Dub","Shadow of the Beast",2000-11-06
OCR00124,"Journey","Shadow of the Beast",2000-09-26
OCR00175,"Shadows of Dimension Z","Shadow of the Beast II",2000-11-19
OCR00179,"Purified","Shadow of the Beast III",2000-11-23
OCR01586,"Snowfall on Forbidden Lands","Shadow of the Colossus",2007-06-09
OCR02832,"Trico Flies","Shadow of the Colossus",2014-02-07
OCR01657,"Wanderer on the Offensive (Live Edit)","Shadow of the Colossus",2007-12-15
OCR01445,"Two Shadows Appear","Shadow of the Ninja",2006-01-10
OCR02853,"Wang. You Want?","Shadow Warrior",2014-03-20
OCR01570,"Crypt Rock","Shadowgate",2007-04-21
OCR00229,"Dancefloor","Shadowgate",2000-12-31
OCR00597,"Death Rave","Shadowgate",2002-04-18
OCR00593,"Mystic Piano","Shadowgate",2002-04-15
OCR00409,"Shuffle","Shadowgate",2001-08-24
OCR03091,"Reborn","Shadowrun",2015-02-18
OCR02490,"Running the Cyberpunks","Shadowrun",2012-09-06
OCR02112,"Baal Bhaagna","Shantae: Risky's Revenge",2010-10-16
OCR01372,"Shattered","Shatterhand",2005-07-04
OCR02941,"A Breeze in the Night","Shenmue",2014-07-28
OCR02411,"Amorelle","Shenmue",2012-03-30
OCR00846,"Come to Bob's Pizza","Shenmue",2002-11-17
OCR01205,"Dreaming While I Wake","Shenmue",2004-06-26
OCR03355,"Having Risen, the Phoenix Stops for a Spot of Tea","Shenmue",2016-05-18
OCR00218,"Matsuri Madness","Shenmue",2000-12-25
OCR01159,"Reflections","Shenmue",2004-04-17
